QuestionNo,StateAb,DivisionID,PollingPlaceNm,YesVotes,YesPercentage,NoVotes,NoPercentage,FormalVotes,FormalPercentage,InformalVotes,InformalPercentage,TotalVotes
1,NSW,132,Belrose North,754,45.31,910,54.69,1664,99.11,15,0.89,1679
1,NSW,117,Bemboka,95,33.69,187,66.31,282,98.95,3,1.05,285
1,NSW,135,Ben Lomond,13,11.82,97,88.18,110,99.1,1,0.9,111
1,NSW,135,Ben Venue,481,48.54,510,51.46,991,98.61,14,1.39,1005
1,NSW,135,Bendemeer,49,18.99,209,81.01,258,98.85,3,1.15,261
1,NSW,146,Bensville,170,43.26,223,56.74,393,99.49,2,0.51,395
1,NSW,138,Bentley,55,28.8,136,71.2,191,100,0,0,191
1,NSW,107,Berala,634,46.72,723,53.28,1357,96.65,47,3.35,1404
1,NSW,107,Berala BLAXLAND PPVC,4686,40.18,6977,59.82,11663,97.97,242,2.03,11905
1,NSW,140,Berala PARRAMATTA PPVC,349,36.66,603,63.34,952,97.54,24,2.46,976
1,NSW,144,Berala REID PPVC,948,42.78,1268,57.22,2216,99.02,22,0.98,2238
1,NSW,107,Berala South,509,41.45,719,58.55,1228,97.38,33,2.62,1261
1,NSW,251,Berala WATSON PPVC,420,42.94,558,57.06,978,98.19,18,1.81,996
1,NSW,249,Beresfield,475,28.32,1202,71.68,1677,98.3,29,1.7,1706
1,NSW,150,Berkeley,390,34.18,751,65.82,1141,98.28,20,1.72,1161
1,NSW,150,Berkeley South,292,36.92,499,63.08,791,98.51,12,1.49,803
1,NSW,115,Berkeley Vale,784,41.93,1086,58.07,1870,98.84,22,1.16,1892
1,NSW,115,Berkeley Vale North,223,36.5,388,63.5,611,99.51,3,0.49,614
1,NSW,150,Berkeley West,438,38.19,709,61.81,1147,98.79,14,1.21,1161
1,NSW,128,Berkshire Park,53,13.59,337,86.41,390,99.49,2,0.51,392
1,NSW,117,Bermagui,629,52.2,576,47.8,1205,98.61,17,1.39,1222
1,NSW,106,Berowra,1092,54.22,922,45.78,2014,98.82,24,1.18,2038
1,NSW,106,Berowra Heights,712,61.38,448,38.62,1160,99.06,11,0.94,1171
1,NSW,106,Berowra PPVC,1691,46.84,1919,53.16,3610,99.26,27,0.74,3637
1,NSW,117,Berridale,185,45.68,220,54.32,405,99.75,1,0.25,406
1,NSW,118,Berrigan,108,16.19,559,83.81,667,99.11,6,0.89,673
1,NSW,150,Berrima,197,40.37,291,59.63,488,99.39,3,0.61,491
1,NSW,120,Berry,788,53.39,688,46.61,1476,99.46,8,0.54,1484
1,NSW,104,Beverly Hills,315,31.31,691,68.69,1006,99.31,7,0.69,1013
1,NSW,104,Beverly Hills Central,198,39.29,306,60.71,504,98.44,8,1.56,512
1,NSW,103,Beverly Hills North (Banks),92,33.45,183,66.55,275,97.17,8,2.83,283
1,NSW,251,Beverly Hills North (Watson),632,35.45,1151,64.55,1783,97.7,42,2.3,1825
1,NSW,103,Beverly Hills South (Banks),191,44.21,241,55.79,432,97.74,10,2.26,442
1,NSW,104,Beverly Hills South (Barton),274,40.9,396,59.1,670,97.67,16,2.33,686
1,NSW,138,Bexhill,192,41.92,266,58.08,458,98.92,5,1.08,463
1,NSW,104,Bexley,619,40.8,898,59.2,1517,96.99,47,3.01,1564
1,NSW,104,Bexley Central,257,42.76,344,57.24,601,99.83,1,0.17,602
1,NSW,104,Bexley East,452,44.53,563,55.47,1015,97.22,29,2.78,1044
1,NSW,104,Bexley North,522,48.83,547,51.17,1069,98.07,21,1.93,1090
1,NSW,104,Bexley North Park,605,40.6,885,59.4,1490,98.68,20,1.32,1510
1,NSW,104,Bexley South,271,42.54,366,57.46,637,97.55,16,2.45,653
